,0,1,2
0,008-10053_5D03,Overlap1,0
18,008-10053_5D03,Overlap2,0
60,008-10053_5D03,Overlap3,16
72,008-10053_6F06,Overlap1,15
48,008-10053_6F06,Overlap2,0
117,008-10053_6F06,Overlap3,13
134,008_10_5E02,Overlap1,13
171,008_10_5E02,Overlap2,7
174,008_10_5E02,Overlap3,0
204,009_10_1G06,Overlap1,11
140,009_10_1G06,Overlap2,0
253,009_10_1G06,Overlap3,16
267,009_10_2G06,Overlap1,13
231,009_10_2G06,Overlap2,0
234,009_10_2G06,Overlap3,0
726,01.ad.01_Heavy,Overlap1,13
743,01.ad.01_Heavy,Overlap2,0
768,01.ad.01_Heavy,Overlap3,10
726,01.ae.01_Heavy,Overlap1,0
545,01.ae.01_Heavy,Overlap2,0
848,01.ae.01_Heavy,Overlap3,18
860,01.g.01_Heavy,Overlap1,13
877,01.g.01_Heavy,Overlap2,1
901,01.g.01_Heavy,Overlap3,13
918,01.q.01_Heavy,Overlap1,14
816,01.q.01_Heavy,Overlap2,0
846,01.q.01_Heavy,Overlap3,0
340,014_10_1D01,Overlap1,11
229,014_10_1D01,Overlap2,0
389,014_10_1D01,Overlap3,13
406,014_10_3F03,Overlap1,0
436,014_10_3F03,Overlap2,1
461,014_10_3F03,Overlap3,10
481,017-10116_4G04,Overlap1,15
516,017-10116_4G04,Overlap2,3
523,017-10116_4G04,Overlap3,16
537,019-10117_3C04,Overlap1,13
388,019-10117_3C04,Overlap2,0
604,019-10117_3C04,Overlap3,4
610,019-10117_3E02,Overlap1,11
649,019-10117_3E02,Overlap2,4
655,019-10117_3E02,Overlap3,18
667,019-10117_4G04,Overlap1,12
537,019-10117_4G04,Overlap2,0
715,019-10117_4G04,Overlap3,19
1014,024-10128_3E05,Overlap1,4
686,024-10128_3E05,Overlap2,0
1050,024-10128_3E05,Overlap3,16
1064,024-10128_3F05,Overlap1,13
1081,024-10128_3F05,Overlap2,10
1101,024-10128_3F05,Overlap3,13
1017,028-10134_4F05,Overlap1,0
772,028-10134_4F05,Overlap2,0
1178,028-10134_4F05,Overlap3,13
1091,034-100809_1B02,Overlap1,0
1046,034-100809_1B02,Overlap2,0
1255,034-100809_1B02,Overlap3,0
1285,034-100809_1F04,Overlap1,15
1320,034-100809_1F04,Overlap2,4
1326,034-100809_1F04,Overlap3,14
1126,034-100809_2E03,Overlap1,0
898,034-100809_2E03,Overlap2,0
1422,034-100809_2E03,Overlap3,7
1425,100F4,Overlap1,11
1444,100F4,Overlap2,0
1462,100F4,Overlap3,15
1477,16.p.01_Heavy,Overlap1,15
964,16.p.01_Heavy,Overlap2,0
1519,16.p.01_Heavy,Overlap3,10
1539,220-14-IgG_1E01,Overlap1,0
1569,220-14-IgG_1E01,Overlap2,13
1407,220-14-IgG_1E01,Overlap3,0
1413,C1-2-2F04,Overlap1,0
1627,C1-2-2F04,Overlap2,0
1657,C1-2-2F04,Overlap3,12
