,0,1,2
0,13001-22_3E05,Overlap1,12
28,13001-22_3E05,Overlap2,2
21,13001-22_3E05,Overlap3,16
36,150055-029_2B03,Overlap1,0
84,150055-029_2B03,Overlap2,0
88,150055-029_2B03,Overlap3,12
97,56.d.01_Heavy,Overlap1,16
111,56.d.01_Heavy,Overlap2,0
143,56.d.01_Heavy,Overlap3,0
315,AG1-A01,Overlap1,16
403,AG1-A01,Overlap2,3
366,AG1-A01,Overlap3,0
440,AG1-E04,Overlap1,23
447,AG1-E04,Overlap2,3
449,AG1-E04,Overlap3,13
146,AG11-E04,Overlap1,14
162,AG11-E04,Overlap2,0
239,AG11-E04,Overlap3,13
206,AG12-C05,Overlap1,19
217,AG12-C05,Overlap2,0
247,AG12-C05,Overlap3,12
315,AG13-3D02,Overlap1,20
345,AG13-3D02,Overlap2,8
309,AG13-3D02,Overlap3,0
353,AG6-3E02,Overlap1,19
473,AG6-3E02,Overlap2,0
371,AG6-3E02,Overlap3,21
532,AG9-4B03,Overlap1,9
397,AG9-4B03,Overlap2,0
425,AG9-4B03,Overlap3,14
535,C2-3-G03,Overlap1,2
496,C2-3-G03,Overlap2,11
463,C2-3-G03,Overlap3,17
637,C3-2-3C01,Overlap1,20
591,C3-2-3C01,Overlap2,0
507,C3-2-3C01,Overlap3,15
522,C6-2-2C06,Overlap1,18
700,C6-2-2C06,Overlap2,24
706,C6-2-2C06,Overlap3,12
665,C6-2-D02,Overlap1,10
759,C6-2-D02,Overlap2,5
567,C6-2-D02,Overlap3,15
779,C7-3-A05,Overlap1,11
600,C7-3-A05,Overlap2,0
825,C7-3-A05,Overlap3,0
855,K77-1B02,Overlap1,17
874,K77-1B02,Overlap2,2
892,K77-1B02,Overlap3,11
685,K77-1D03,Overlap1,22
851,K77-1D03,Overlap2,2
716,K77-1D03,Overlap3,12
734,K77-2H03,Overlap1,18
911,K77-2H03,Overlap2,6
993,K77-2H03,Overlap3,11
775,K77-2H08,Overlap1,15
806,K77-2H08,Overlap2,0
813,K77-2H08,Overlap3,15
1088,R95-2C07,Overlap1,9
834,R95-2C07,Overlap2,0
858,R95-2C07,Overlap3,16
1133,R95-2E07,Overlap1,0
997,R95-2E07,Overlap2,0
1205,R95-2E07,Overlap3,5
1210,R95-2G12,Overlap1,23
1009,R95-2G12,Overlap2,0
920,R95-2G12,Overlap3,11
1278,SFV019_4E01,Overlap1,9
1279,SFV019_4E01,Overlap2,0
1207,SFV019_4E01,Overlap3,9
976,W85-1C02,Overlap1,22
1162,W85-1C02,Overlap2,2
996,W85-1C02,Overlap3,12
1371,W85-1E02,Overlap1,17
1403,W85-1E02,Overlap2,5
1019,W85-1E02,Overlap3,12
