,0,1,2
0,008_10_1C03,Overlap1,14
31,008_10_1C03,Overlap2,5
36,008_10_1C03,Overlap3,0
56,009_10_2F01,Overlap1,17
69,009_10_2F01,Overlap2,1
71,009_10_2F01,Overlap3,15
345,01.ac.01_Heavy,Overlap1,16
356,01.ac.01_Heavy,Overlap2,16
278,01.ac.01_Heavy,Overlap3,15
293,01.e.01_Heavy,Overlap1,19
323,01.e.01_Heavy,Overlap2,0
326,01.e.01_Heavy,Overlap3,16
366,01.f.01_Heavy,Overlap1,19
348,01.f.01_Heavy,Overlap2,0
370,01.f.01_Heavy,Overlap3,12
388,01.l.01_Heavy,Overlap1,14
503,01.l.01_Heavy,Overlap2,17
513,01.l.01_Heavy,Overlap3,0
432,01.z.01_Heavy,Overlap1,17
443,01.z.01_Heavy,Overlap2,0
473,01.z.01_Heavy,Overlap3,16
86,011-10069_2G04,Overlap1,15
128,011-10069_2G04,Overlap2,0
123,011-10069_2G04,Overlap3,15
150,013_10_3F02,Overlap1,0
203,013_10_3F02,Overlap2,17
160,013_10_3F02,Overlap3,12
178,017-10116_3D04,Overlap1,12
196,017-10116_3D04,Overlap2,0
275,017-10116_3D04,Overlap3,11
234,019-10117_3G01,Overlap1,13
310,019-10117_3G01,Overlap2,0
258,019-10117_3G01,Overlap3,18
600,024-10128_3E06,Overlap1,12
497,024-10128_3E06,Overlap2,0
508,024-10128_3E06,Overlap3,17
545,042-100809_3D03,Overlap1,14
589,042-100809_3D03,Overlap2,0
534,042-100809_3D03,Overlap3,16
548,042-100809_3G04,Overlap1,14
696,042-100809_3G04,Overlap2,0
574,042-100809_3G04,Overlap3,15
601,042_10_4C01,Overlap1,9
762,042_10_4C01,Overlap2,0
602,042_10_4C01,Overlap3,16
615,051_09_4C02,Overlap1,15
725,051_09_4C02,Overlap2,0
639,051_09_4C02,Overlap3,16
817,16.ND.92_Heavy,Overlap1,14
845,16.ND.92_Heavy,Overlap2,5
680,16.ND.92_Heavy,Overlap3,16
713,236-14-IgG_1A06,Overlap1,9
714,236-14-IgG_1A06,Overlap2,0
843,236-14-IgG_1A06,Overlap3,0
770,56.j.01_Heavy,Overlap1,13
961,56.j.01_Heavy,Overlap2,14
787,56.j.01_Heavy,Overlap3,15
802,AG2-G02,Overlap1,17
1018,AG2-G02,Overlap2,9
826,AG2-G02,Overlap3,19
956,C1-2E01,Overlap1,0
855,C1-2E01,Overlap2,0
885,C1-2E01,Overlap3,19
1101,H1N1_300-16-IgG-2E02_,Overlap1,13
911,H1N1_300-16-IgG-2E02_,Overlap2,0
941,H1N1_300-16-IgG-2E02_,Overlap3,14
957,K77-1B08,Overlap1,12
1107,K77-1B08,Overlap2,0
992,K77-1B08,Overlap3,11
1231,K77-1F06,Overlap1,16
1024,K77-1F06,Overlap2,0
1049,K77-1F06,Overlap3,14
1065,S8V1-146_Ig,Overlap1,14
1302,S8V1-146_Ig,Overlap2,16
1315,S8V1-146_Ig,Overlap3,11
