,0,1,2
0,024_10_4C04,Overlap1,14
16,024_10_4C04,Overlap2,0
40,024_10_4C04,Overlap3,11
59,028-10134_4D06,Overlap1,12
93,028-10134_4D06,Overlap2,4
99,028-10134_4D06,Overlap3,19
128,034-100809_1A03,Overlap1,5
133,034-100809_1A03,Overlap2,24
159,034-100809_1A03,Overlap3,6
163,034-100809_1F06,Overlap1,13
173,034-100809_1F06,Overlap2,12
191,034-100809_1F06,Overlap3,15
206,039_10_4G01,Overlap1,17
219,039_10_4G01,Overlap2,0
243,039_10_4G01,Overlap3,19
254,042_10_2D01,Overlap1,15
265,042_10_2D01,Overlap2,28
267,042_10_2D01,Overlap3,10
287,045_09_1A01,Overlap1,14
303,045_09_1A01,Overlap2,10
327,045_09_1A01,Overlap3,8
349,051_10_2B05,Overlap1,6
353,051_10_2B05,Overlap2,10
373,051_10_2B05,Overlap3,19
384,36.d.02_Heavy,Overlap1,18
392,36.d.02_Heavy,Overlap2,0
435,36.d.02_Heavy,Overlap3,6
439,56.e.01_Heavy,Overlap1,10
459,56.e.01_Heavy,Overlap2,0
484,56.e.01_Heavy,Overlap3,12
502,AG12-3A03,Overlap1,16
516,AG12-3A03,Overlap2,0
566,AG12-3A03,Overlap3,9
567,AG2-B02,Overlap1,14
586,AG2-B02,Overlap2,9
587,AG2-B02,Overlap3,15
602,C1-2-E05,Overlap1,0
628,C1-2-E05,Overlap2,13
645,C1-2-E05,Overlap3,14
681,K77-1D09,Overlap1,3
688,K77-1D09,Overlap2,27
691,K77-1D09,Overlap3,23
698,K77-1D10,Overlap1,13
731,K77-1D10,Overlap2,4
737,K77-1D10,Overlap3,19
748,K77-2D02,Overlap1,10
765,K77-2D02,Overlap2,27
766,K77-2D02,Overlap3,15
781,K77-2E05,Overlap1,18
793,K77-2E05,Overlap2,0
821,K77-2E05,Overlap3,17
834,K77-2E07,Overlap1,15
849,K77-2E07,Overlap2,0
854,K77-2E07,Overlap3,10
874,K77-2H12,Overlap1,18
883,K77-2H12,Overlap2,0
908,K77-2H12,Overlap3,14
944,R95-1B07,Overlap1,9
945,R95-1B07,Overlap2,0
975,R95-1B07,Overlap3,12
993,R95-1D02,Overlap1,15
1008,R95-1D02,Overlap2,10
1027,R95-1D02,Overlap3,13
1044,R95-2A07,Overlap1,12
1062,R95-2A07,Overlap2,0
1086,R95-2A07,Overlap3,16
1100,R95-2E12,Overlap1,18
1111,R95-2E12,Overlap2,0
1136,R95-2E12,Overlap3,15
1151,R95-2F07,Overlap1,14
1167,R95-2F07,Overlap2,12
1180,R95-2F07,Overlap3,13
1197,R95-2H10,Overlap1,12
1215,R95-2H10,Overlap2,19
1226,R95-2H10,Overlap3,25
